1, 3.141592652588, 2575873
1, 3.141592652588, 2598266
1, 3.141592652588, 2499992
1, 3.141592652588, 3172723
1, 3.141592652588, 2688932
2, 3.141592652589, 1659817
2, 3.141592652589, 1373035
2, 3.141592652589, 1390091
2, 3.141592652589, 1493172
2, 3.141592652589, 1639559
4, 3.141592652589, 1061304
4, 3.141592652589, 1232012
4, 3.141592652589, 1236136
4, 3.141592652589, 1071087
4, 3.141592652589, 897485
8, 3.141592652589, 872596
8, 3.141592652589, 942693
8, 3.141592652589, 1009640
8, 3.141592652589, 987067
8, 3.141592652589, 923573
16, 3.141592652590, 812622
16, 3.141592652590, 793240
16, 3.141592652590, 796724
16, 3.141592652590, 791645
16, 3.141592652590, 784603
32, 3.141592652590, 804799
32, 3.141592652590, 773596
32, 3.141592652590, 781495
32, 3.141592652590, 797780
32, 3.141592652590, 768197
