1, 120
1, 44
1, 49
1, 43
1, 43
2, 42
2, 48
2, 45
2, 45
2, 41
4, 46
4, 49
4, 46
4, 46
4, 46
8, 48
8, 49
8, 50
8, 46
8, 49
16, 53
16, 48
16, 52
16, 53
16, 53
32, 52
32, 51
32, 49
32, 49
32, 55
