1, 3.141592652588, 2889502
1, 3.141592652588, 2791447
1, 3.141592652588, 2898334
1, 3.141592652588, 2845580
1, 3.141592652588, 2833581
2, 3.141592652589, 1679931
2, 3.141592652589, 1612238
2, 3.141592652589, 1718108
2, 3.141592652589, 1692307
2, 3.141592652589, 1639657
4, 3.141592652589, 1135950
4, 3.141592652589, 1019413
4, 3.141592652589, 999574
4, 3.141592652589, 1006015
4, 3.141592652589, 1078301
8, 3.141592652589, 928429
8, 3.141592652589, 903790
8, 3.141592652589, 901525
8, 3.141592652589, 915581
8, 3.141592652589, 951694
16, 3.141592652590, 901169
16, 3.141592652590, 904027
16, 3.141592652590, 904838
16, 3.141592652590, 892013
16, 3.141592652590, 921519
32, 3.141592652590, 946541
32, 3.141592652590, 920840
32, 3.141592652590, 893869
32, 3.141592652590, 898574
32, 3.141592652590, 940887
