1, 3.141592652588, 2414584
1, 3.141592652588, 2540274
1, 3.141592652588, 2730559
1, 3.141592652588, 2643011
1, 3.141592652588, 2708438
1, 3.141592652588, 2714171
1, 3.141592652588, 2717830
1, 3.141592652588, 2657539
1, 3.141592652588, 2613438
1, 3.141592652588, 2645484
2, 3.141592652589, 1562963
2, 3.141592652589, 1566207
2, 3.141592652589, 1606364
2, 3.141592652589, 1568436
2, 3.141592652589, 1585128
2, 3.141592652589, 1591269
2, 3.141592652589, 1571519
2, 3.141592652589, 1611175
2, 3.141592652589, 1592448
2, 3.141592652589, 1566591
4, 3.141592652589, 1097698
4, 3.141592652589, 828511
4, 3.141592652589, 808394
4, 3.141592652589, 796061
4, 3.141592652589, 796674
4, 3.141592652589, 800346
4, 3.141592652589, 866572
4, 3.141592652589, 809430
4, 3.141592652589, 817735
4, 3.141592652589, 842972
8, 3.141592652589, 702725
8, 3.141592652589, 719301
8, 3.141592652589, 730340
8, 3.141592652589, 721417
8, 3.141592652589, 694704
8, 3.141592652589, 703742
8, 3.141592652589, 698028
8, 3.141592652589, 710817
8, 3.141592652589, 740984
8, 3.141592652589, 702292
16, 3.141592652590, 715102
16, 3.141592652590, 710176
16, 3.141592652590, 724891
16, 3.141592652590, 728173
16, 3.141592652590, 745731
16, 3.141592652590, 735939
16, 3.141592652590, 738646
16, 3.141592652590, 711714
16, 3.141592652590, 729924
16, 3.141592652590, 724318
32, 3.141592652590, 721255
32, 3.141592652590, 725571
32, 3.141592652590, 722651
32, 3.141592652590, 722958
32, 3.141592652590, 725794
32, 3.141592652590, 717653
32, 3.141592652590, 731878
32, 3.141592652590, 743821
32, 3.141592652590, 727405
32, 3.141592652590, 727749
