1, 106
1, 46
1, 42
1, 41
1, 43
1, 47
1, 45
1, 42
1, 42
1, 53
2, 54
2, 43
2, 44
2, 50
2, 47
2, 45
2, 43
2, 43
2, 48
2, 45
4, 52
4, 45
4, 47
4, 44
4, 45
4, 42
4, 42
4, 46
4, 44
4, 46
8, 47
8, 47
8, 50
8, 47
8, 45
8, 44
8, 47
8, 48
8, 47
8, 46
16, 44
16, 50
16, 48
16, 46
16, 47
16, 46
16, 48
16, 48
16, 45
16, 46
32, 46
32, 54
32, 48
32, 46
32, 46
32, 46
32, 51
32, 46
32, 45
32, 46
