1, 3.141592652588, 2848655
1, 3.141592652588, 3228578
1, 3.141592652588, 2882393
1, 3.141592652588, 2943426
1, 3.141592652588, 3021788
1, 3.141592652588, 3046340
1, 3.141592652588, 3361562
1, 3.141592652588, 3138048
1, 3.141592652588, 3071068
1, 3.141592652588, 3086381
2, 3.141592652589, 1768960
2, 3.141592652589, 1852082
2, 3.141592652589, 1810093
2, 3.141592652589, 1784510
2, 3.141592652589, 1824706
2, 3.141592652589, 1775730
2, 3.141592652589, 1853188
2, 3.141592652589, 1774700
2, 3.141592652589, 1762981
2, 3.141592652589, 1829113
4, 3.141592652589, 1123483
4, 3.141592652589, 1014135
4, 3.141592652589, 882501
4, 3.141592652589, 1013701
4, 3.141592652589, 894899
4, 3.141592652589, 940098
4, 3.141592652589, 1156780
4, 3.141592652589, 1227119
4, 3.141592652589, 1086087
4, 3.141592652589, 1087408
8, 3.141592652589, 872235
8, 3.141592652589, 918264
8, 3.141592652589, 911610
8, 3.141592652589, 886142
8, 3.141592652589, 875478
8, 3.141592652589, 895086
8, 3.141592652589, 892838
8, 3.141592652589, 913901
8, 3.141592652589, 899463
8, 3.141592652589, 928165
16, 3.141592652590, 874941
16, 3.141592652590, 896531
16, 3.141592652590, 879646
16, 3.141592652590, 877462
16, 3.141592652590, 875322
16, 3.141592652590, 907233
16, 3.141592652590, 902833
16, 3.141592652590, 901238
16, 3.141592652590, 932376
16, 3.141592652590, 877985
32, 3.141592652590, 883773
32, 3.141592652590, 899888
32, 3.141592652590, 896975
32, 3.141592652590, 888586
32, 3.141592652590, 889787
32, 3.141592652590, 927138
32, 3.141592652590, 975760
32, 3.141592652590, 1020997
32, 3.141592652590, 922970
32, 3.141592652590, 939010
