1, 117
1, 45
1, 45
1, 44
1, 49
1, 45
1, 44
1, 43
1, 52
1, 48
2, 41
2, 42
2, 43
2, 46
2, 40
2, 41
2, 41
2, 41
2, 46
2, 40
4, 42
4, 42
4, 47
4, 44
4, 43
4, 44
4, 41
4, 46
4, 44
4, 42
8, 45
8, 45
8, 50
8, 47
8, 44
8, 47
8, 47
8, 52
8, 44
8, 46
16, 47
16, 46
16, 52
16, 46
16, 45
16, 44
16, 48
16, 51
16, 46
16, 46
32, 46
32, 49
32, 51
32, 48
32, 48
32, 46
32, 48
32, 50
32, 46
32, 47
